Year,Month,City_encoded,avg_PM25,avg_PM10,avg_NO2,avg_AQI,Day_lag1,Day_lag2,Day_lag3,Night_lag1,Night_lag2,avg_AQI_lag1,Day_roll3,Day_roll6,Day,Night
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,71.0,76.0,66.0,63.0,69.0,144.7865168539326,75.66666666666667,71.33333333333333,80.0,75.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,80.0,71.0,76.0,75.0,63.0,144.7865168539326,73.66666666666667,71.66666666666667,70.0,64.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,70.0,80.0,71.0,64.0,75.0,144.7865168539326,74.33333333333333,72.66666666666667,73.0,65.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,73.0,70.0,80.0,65.0,64.0,144.7865168539326,72.0,73.83333333333333,73.0,65.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,73.0,73.0,70.0,65.0,65.0,144.7865168539326,72.0,72.83333333333333,70.0,62.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,70.0,73.0,73.0,62.0,65.0,144.7865168539326,69.0,71.66666666666667,64.0,54.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,64.0,70.0,73.0,54.0,62.0,144.7865168539326,66.33333333333333,69.16666666666667,65.0,58.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,65.0,64.0,70.0,58.0,54.0,144.7865168539326,64.0,68.0,63.0,55.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,63.0,65.0,64.0,55.0,58.0,156.0344827586207,68.0,68.5,76.0,66.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,76.0,63.0,65.0,66.0,55.0,156.0344827586207,70.33333333333333,68.33333333333333,72.0,65.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,72.0,76.0,63.0,65.0,66.0,156.0344827586207,76.0,70.0,80.0,76.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,80.0,72.0,76.0,76.0,65.0,156.0344827586207,73.66666666666667,70.83333333333333,69.0,67.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,69.0,80.0,72.0,67.0,76.0,156.0344827586207,74.33333333333333,72.33333333333333,74.0,66.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,74.0,69.0,80.0,66.0,67.0,156.0344827586207,72.33333333333333,74.16666666666667,74.0,66.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,74.0,74.0,69.0,66.0,66.0,156.0344827586207,73.0,73.33333333333333,71.0,62.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,71.0,74.0,74.0,62.0,66.0,156.0344827586207,69.66666666666667,72.0,64.0,54.0
2016,2,1,72.14994252873564,50.245000000000005,12.560804597701148,156.0344827586207,64.0,71.0,74.0,54.0,62.0,156.0344827586207,67.33333333333333,69.83333333333333,67.0,63.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,67.0,64.0,71.0,63.0,54.0,156.0344827586207,65.66666666666667,69.33333333333333,66.0,58.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,66.0,67.0,64.0,58.0,63.0,155.5806451612903,69.66666666666667,69.66666666666667,76.0,67.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,76.0,66.0,67.0,67.0,58.0,155.5806451612903,71.33333333333333,69.33333333333333,72.0,64.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,72.0,76.0,66.0,64.0,67.0,155.5806451612903,76.0,70.83333333333333,80.0,76.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,80.0,72.0,76.0,76.0,64.0,155.5806451612903,73.0,71.33333333333333,67.0,66.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,67.0,80.0,72.0,66.0,76.0,155.5806451612903,73.33333333333333,72.33333333333333,73.0,67.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,73.0,67.0,80.0,67.0,66.0,155.5806451612903,71.0,73.5,73.0,67.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,73.0,73.0,67.0,67.0,67.0,155.5806451612903,72.0,72.5,70.0,62.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,70.0,73.0,73.0,62.0,67.0,155.5806451612903,69.66666666666667,71.5,66.0,57.0
2016,3,1,71.14075268817204,50.24500000000001,10.135483870967745,155.5806451612903,66.0,70.0,73.0,57.0,62.0,155.5806451612903,68.33333333333333,69.66666666666667,69.0,63.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,69.0,66.0,70.0,63.0,57.0,155.5806451612903,67.0,69.5,66.0,60.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,66.0,69.0,66.0,60.0,63.0,133.11111111111111,70.33333333333333,70.0,76.0,68.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,76.0,66.0,69.0,68.0,60.0,133.11111111111111,71.66666666666667,70.0,73.0,66.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,73.0,76.0,66.0,66.0,68.0,133.11111111111111,76.66666666666667,71.83333333333333,81.0,76.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,81.0,73.0,76.0,76.0,66.0,133.11111111111111,75.0,72.66666666666667,71.0,69.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,71.0,81.0,73.0,69.0,76.0,133.11111111111111,75.33333333333333,73.5,74.0,67.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,74.0,71.0,81.0,67.0,69.0,133.11111111111111,73.0,74.83333333333333,74.0,67.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,74.0,74.0,71.0,67.0,67.0,133.11111111111111,73.66666666666667,74.33333333333333,73.0,66.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,73.0,74.0,74.0,66.0,67.0,133.11111111111111,71.66666666666667,73.5,68.0,63.0
2016,4,1,59.34011111111111,50.245000000000005,12.272777777777778,133.11111111111111,68.0,73.0,74.0,63.0,66.0,133.11111111111111,71.33333333333333,72.16666666666667,73.0,65.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,73.0,68.0,73.0,65.0,63.0,133.11111111111111,70.0,71.83333333333333,69.0,61.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,69.0,73.0,68.0,61.0,65.0,129.2688172043011,73.0,72.33333333333333,77.0,70.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,77.0,69.0,73.0,70.0,61.0,129.2688172043011,73.0,72.16666666666667,73.0,69.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,73.0,77.0,69.0,69.0,70.0,129.2688172043011,76.66666666666667,73.33333333333333,80.0,76.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,80.0,73.0,77.0,76.0,69.0,129.2688172043011,73.66666666666667,73.33333333333333,68.0,65.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,68.0,80.0,73.0,65.0,76.0,129.2688172043011,74.0,73.5,74.0,69.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,74.0,68.0,80.0,69.0,65.0,129.2688172043011,72.0,74.33333333333333,74.0,69.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,74.0,74.0,68.0,69.0,69.0,129.2688172043011,73.66666666666667,73.66666666666667,73.0,68.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,73.0,74.0,74.0,68.0,69.0,129.2688172043011,72.0,73.0,69.0,66.0
2016,5,1,56.46827956989247,50.24500000000001,16.56483870967742,129.2688172043011,69.0,73.0,74.0,66.0,68.0,129.2688172043011,72.66666666666667,72.33333333333333,76.0,71.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,76.0,69.0,73.0,71.0,66.0,129.2688172043011,71.33333333333333,72.5,69.0,61.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,69.0,76.0,69.0,61.0,71.0,92.48214285714286,73.66666666666667,72.83333333333333,76.0,70.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,76.0,69.0,76.0,70.0,61.0,92.48214285714286,72.66666666666667,72.66666666666667,73.0,69.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,73.0,76.0,69.0,69.0,70.0,92.48214285714286,76.33333333333333,73.83333333333333,80.0,76.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,80.0,73.0,76.0,76.0,69.0,92.48214285714286,76.0,74.83333333333333,75.0,75.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,75.0,80.0,73.0,75.0,76.0,92.48214285714286,76.33333333333333,74.5,74.0,70.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,74.0,75.0,80.0,70.0,75.0,92.48214285714286,74.33333333333333,75.33333333333333,74.0,70.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,74.0,74.0,75.0,70.0,70.0,92.48214285714286,75.0,75.5,77.0,70.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,77.0,74.0,74.0,70.0,70.0,92.48214285714286,73.0,74.66666666666667,68.0,63.0
2016,6,1,55.13330357142858,50.245000000000005,13.849642857142856,92.48214285714286,68.0,77.0,74.0,63.0,70.0,92.48214285714286,71.66666666666667,73.0,70.0,65.0
2016,7,1,42.99268292682927,50.245000000000005,14.160365853658538,98.48780487804878,70.0,68.0,77.0,65.0,63.0,92.48214285714286,68.0,71.5,66.0,60.0
2016,7,1,42.99268292682927,50.245000000000005,14.160365853658538,98.48780487804878,66.0,70.0,68.0,60.0,65.0,98.48780487804878,70.66666666666667,71.83333333333333,76.0,69.0
2016,7,1,42.99268292682927,50.245000000000005,14.160365853658538,98.48780487804878,76.0,66.0,70.0,69.0,60.0,98.48780487804878,71.66666666666667,71.66666666666667,73.0,68.0
